index,word,frequency
103070,winners,68
103069,midst,68
103068,flipmode,68
103067,careless,68
103066,caress,68
103065,earthquake,68
103064,sweetness,68
103063,stained,68
103062,pew,68
103061,bk,68
103060,replay,68
103059,mount,68
103058,believers,68
103057,hesitation,68
103056,battles,68
103055,frames,68
103054,attempt,68
103053,suffering,68
103052,licked,68
103051,fences,68
103050,tomb,68
103049,cookies,68
103048,minimum,68
103047,moses,68
103046,la-la,68
103045,hypnotize,68
103044,fred,68
103043,backpack,68
103042,palms,68
103041,po-po,68
103040,prey,68
103039,dock,68
103038,dap,68
103037,cocoa,68
103036,ribs,68
103035,bing,68
103034,twistin,68
103033,albums,68
103032,probable,67
103031,jermaine,67
103030,buffalo,67
103029,dum,67
103028,spilled,67
103027,soaking,67
103026,schemes,67
103025,cherish,67
103024,stuffed,67
103023,maria,67
103022,das,67
103021,unseen,67
103020,cnn,67
103019,condom,67
103018,prettiest,67
103017,tempted,67
103016,limb,67
103015,pains,67
103014,penis,67
103013,pennies,67
103012,rely,67
103011,bets,67
103010,bon,67
103009,500,67
103008,print,67
103007,ed,67
103006,terrorist,67
103005,slab,67
103004,timing,67
103003,peas,67
103002,potent,67
103001,cuffs,67
103000,abstract,67
102999,elevate,67
102998,k-wang,67
102997,cling,67
102996,define,67
102995,curls,67
102994,bore,67
102993,mustard,67
102992,pizza,67
102991,swang,67
102990,straps,67
102989,hut,67
102988,miller,67
102987,uhhh,67
102986,cds,67
102985,stevie,67
102984,dine,67
102983,farewell,67
102982,tatted,67
102981,mus,67
102980,soil,67
102979,throwback,67
102978,urban,67
102977,throws,67
102976,denied,67
102975,[pep,67
102974,poetic,67
102973,flocka,66
102972,daisy,66
102971,sow,66
102970,hieroglyphics,66
102969,healthy,66
102968,franklin,66
102967,friendship,66
102966,television,66
102965,remorse,66
102964,giddy,66
102963,tissue,66
102962,ordered,66
102961,pitiful,66
102960,borough,66
102959,recite,66
102958,hangs,66
102957,ts,66
102956,witch,66
102955,searched,66
102954,haunted,66
102953,trina,66
102952,muthafkin,66
102951,confuse,66
102950,strife,66
102949,steer,66
102948,hov,66
102947,banana,66
102946,beamer,66
102945,rows,66
102944,rooster,66
102943,kilo,66
102942,needles,66
102941,engines,66
102940,anxious,66
102939,potato,66
102938,re-up,66
102937,flav,66
102936,krayzie,66
102935,kris,66
102934,charged,66
102933,tattooed,66
102932,disappears,66
102931,height,66
102930,thump,66
102929,guards,66
102928,joker,66
102927,jenny,66
102926,jose,66
102925,animals,66
102924,multiply,66
102923,angle,66
102922,paycheck,66
102921,chucks,66
102920,[all],66
102919,jewel,66
102918,observe,66
102917,grimy,66
102916,bittersweet,66
102915,gunnin,66
102914,destined,66
102913,fellow,66
102912,mercury,66
102911,adam,66
102910,chunky,66
102909,venus,66
102908,peach,66
102907,hummer,66
102906,twos,66
102905,slightly,66
102904,sharks,66
102903,spreading,66
102902,grant,66
102901,scatter,66
102900,federal,66
102899,undo,66
102898,coppin,66
102897,owner,66
102896,findin,66
102895,motivate,65
102894,ranks,65
102893,deere,65
102892,throttle,65
102891,feedin,65
102890,tab,65
102889,troop,65
102888,wildest,65
102887,romeo,65
102886,lays,65
102885,wreckin,65
102884,event,65
102883,dawgs,65
102882,spike,65
102881,theory,65
102880,struggling,65
102879,murderous,65
102878,rank,65
102877,sigel,65
102876,stride,65
102875,sharing,65
102874,tube,65
102873,minded,65
102872,ignite,65
102871,good-bye,65
102870,manifest,65
102869,attic,65
102868,smarter,65
102867,palace,65
102866,prisoner,65
102865,spilling,65
102864,entire,65
102863,alike,65
102862,urge,65
102861,copper,65
102860,mmmmm,65
102859,titty,65
102858,trapping,65
102857,straw,65
102856,trappin,65
102855,mona,65
102854,tango,65
102853,classes,65
102852,decent,65
102851,gears,65
102850,tickin,65
102849,attraction,65
102848,baggage,65
102847,hogs,65
102846,features,65
102845,jme,65
102844,man],65
102843,wandering,65
102842,insanity,65
102841,ruined,65
102840,snuck,65
102839,behave,65
102838,stamp,65
102837,crippin,65
102836,donald,65
102835,corrupt,65
102834,dandy,65
102833,hugging,65
102832,ny,65
102831,mag,65
102830,exchange,65
102829,chess,65
102828,sanity,65
102827,pussies,65
102826,obama,65
102825,sufferin,65
102824,reminiscing,65
102823,i-i,65
102822,temper,65
102821,buttons,65
102820,speedin,65
102819,woh,65
102818,award,65
102817,tempt,65
102816,childhood,65
102815,cypress,65
102814,jeeps,65
102813,wooh,65
102812,lp,65
102811,azz,64
102810,rocker,64
102809,gifts,64
102808,chant,64
102807,ant,64
102806,duh,64
102805,choked,64
102804,stabbed,64
102803,oprah,64
102802,limousine,64
102801,believes,64
102800,faking,64
102799,dammit,64
102798,hoodie,64
102797,entertainment,64
102796,98,64
102795,bourbon,64
102794,roscoe,64
102793,broom,64
102792,bouncing,64
102791,comprehend,64
102790,emptiness,64
102789,fireworks,64
102788,rebels,64
102787,fittin,64
102786,tic,64
102785,kendrick,64
102784,staff,64
102783,noreaga,64
102782,asap,64
102781,relationships,64
102780,quality,64
102779,fork,64
102778,deer,64
102777,charges,64
102776,compromise,64
102775,youknowhatimsayin,64
102774,intellect,64
102773,threats,64
102772,ik,64
102771,larry,64
102770,film,64
102769,jeah,64
102768,wizard,64
102767,marvin,64
102766,fours,64
102765,dedication,64
102764,depths,64
102763,boston,64
102762,bears,64
102761,diggy,63
102760,rot,63
102759,flyest,63
102758,exposed,63
102757,poverty,63
102756,dates,63
102755,heroin,63
102754,onyx,63
102753,site,63
102752,19,63
102751,rod,63
102750,turkey,63
102749,hon,63
102748,mankind,63
102747,mecca,63
102746,whatevers,63
102745,sticker,63
102744,celebration,63
102743,ounces,63
102742,brad,63
102741,hostile,63
102740,lions,63
102739,released,63
102738,related,63
102737,steering,63
102736,fadin,63
102735,depends,63
102734,eva,63
102733,sosa,63
102732,65,63
102731,budget,63
102730,cape,63
102729,shabba,63
102728,puzzle,63
102727,slowing,63
102726,thatd,63
102725,penitentiary,63
102724,coogi,63
102723,chumps,63
102722,violate,63
102721,lingo,63
102720,arf,63
102719,shi,63
102718,random,63
102717,cleveland,63
102716,aftermath,63
102715,judgment,63
102714,possibly,63
102713,sneakin,63
102712,pursue,63
102711,crawlin,63
102710,exact,63
102709,remembered,63
102708,stared,63
102707,bubbly,63
102706,melting,63
102705,rubbers,63
102704,jordans,63
102703,pusha,63
102702,twenty-five,63
102701,rushed,63
102700,jazzy,63
102699,teams,63
102698,pal,63
102697,remembers,63
102696,nitty,62
102695,du,62
102694,individual,62
102693,marriage,62
102692,codes,62
102691,roaches,62
102690,dukes,62
102689,eddie,62
102688,carryin,62
102687,voodoo,62
102686,yung,62
102685,chart,62
102684,mexican,62
102683,papes,62
102682,choppa,62
102681,coats,62
102680,clocks,62
102679,silkk,62
102678,flown,62
102677,criminals,62
102676,woo-hoo,62
102675,shimmy,62
102674,yonder,62
102673,lined,62
102672,afrika,62
102671,losers,62
102670,sneaking,62
102669,permission,62
102668,je,62
102667,bacardi,62
102666,cheers,62
102665,leakin,62
102664,ruby,62
102663,posed,62
102662,brim,62
102661,cave,62
102660,seams,62
102659,bundle,62
102658,tryina,62
102657,closin,62
102656,{},62
102655,rips,62
102654,headache,62
102653,suicidal,62
102652,repeats,62
102651,impressed,62
102650,needin,62
102649,sonny,62
102648,blasted,62
102647,dipset,62
102646,rim,62
102645,options,62
102644,jokin,62
102643,cl,62
102642,grips,62
102641,expression,62
102640,bumped,62
102639,rio,62
102638,frost,62
102637,waka,62
102636,sprinkle,62
102635,roman,62
102634,positions,62
102633,pick-up,62
102632,sly,62
102631,forehead,62
102630,log,62
102629,randy,62
102628,readin,62
102627,sliding,62
102626,amy,62
102625,candlelight,62
102624,manners,62
102623,grounds,62
102622,drunken,62
102621,wage,62
102620,hen,62
102619,slain,61
102618,taylor,61
102617,ohio,61
102616,craziest,61
102615,jesse,61
102614,answered,61
102613,melodies,61
102612,yards,61
102611,bash,61
102610,bugs,61
102609,grime,61
102608,sniffin,61
102607,worthless,61
102606,va,61
102605,triggers,61
102604,ra,61
102603,lauryn,61
102602,deuces,61
102601,turner,61
102600,porn,61
102599,elbow,61
102598,ironic,61
102597,wooden,61
102596,creation,61
102595,cabin,61
102594,bonnie,61
102593,divided,61
102592,greatness,61
102591,nae,61
102590,hm,61
102589,tulsa,61
102588,gunz,61
102587,dom,61
102586,notion,61
102585,victims,61
102584,feeding,61
102583,loan,61
102582,crumbs,61
102581,a1,61
102580,[jay-z],61
102579,castles,61
102578,explore,61
102577,#1,61
102576,fergie,61
102575,jones],61
102574,offishall,61
102573,concert,61
102572,entertain,61
102571,lightnin,61
102570,ward,61
102569,shhh,61
102568,dads,61
102567,lupe,61
102566,flexing,61
102565,scrape,61
102564,shotty,61
102563,celly,61
102562,lobster,61
102561,braggin,61
102560,temporary,61
102559,feelins,61
102558,tappin,61
102557,added,61
102556,rican,60
102555,libs,60
102554,kis,60
102553,flights,60
102552,ceilin,60
102551,sunglasses,60
102550,obey,60
102549,wounded,60
102548,national,60
102547,oh-oh-oh-oh,60
102546,marathon,60
102545,bred,60
102544,blasting,60
102543,wee-ooh-wee-ooh-wee,60
102542,showers,60
102541,peelin,60
102540,assume,60
102539,wc,60
102538,justin,60
102537,goon,60
102536,runway,60
102535,adidas,60
102534,shorter,60
102533,swarm,60
102532,bwok,60
102531,introduced,60
102530,robert,60
102529,hula,60
102528,winters,60
102527,effort,60
102526,hops,60
102525,tornado,60
102524,sounding,60
102523,painting,60
102522,grimey,60
102521,bros,60
102520,fulfill,60
102519,masta,60
102518,64,60
102517,hunter,60
102516,khaled,60
102515,disgrace,60
102514,galaxy,60
102513,criticize,60
102512,guessin,60
102511,identity,60
102510,cafe,60
102509,fck,60
102508,batty,60
102507,itchin,60
102506,maiz,60
102505,bean,60
102504,yoga,60
102503,womb,60
102502,politicians,60
102501,harsh,60
102500,political,60
102499,woooo,60
102498,thigh,60
102497,canvas,60
102496,tokyo,60
102495,italian,60
102494,views,60
102493,tapped,60
102492,cadillacs,60
102491,wayne],60
102490,grands,60
102489,firr,59
102488,redemption,59
102487,scrub,59
102486,macks,59
102485,38,59
102484,resting,59
102483,vanilla,59
102482,purchase,59
102481,lalala,59
102480,lova,59
102479,beginnin,59
102478,non-stop,59
102477,concentrate,59
102476,fiasco,59
102475,fury,59
102474,tramp,59
102473,vroom,59
102472,offered,59
102471,outchea,59
102470,professor,59
102469,treats,59
102468,fraud,59
102467,tremble,59
102466,tumble,59
102465,circumstance,59
102464,hammers,59
102463,mornings,59
102462,polite,59
102461,boast,59
102460,wey,59
102459,ville,59
102458,devour,59
102457,pep,59
102456,beeper,59
102455,flags,59
102454,kevin,59
102453,solar,59
102452,thered,59
102451,jt,59
102450,stages,59
102449,sands,59
102448,romantic,59
102447,combination,59
102446,instagram,59
102445,terms,59
102444,dots,59
102443,rail,59
102442,dunno,59
102441,beatz,59
102440,glitter,59
102439,adrenaline,59
102438,charms,59
102437,thy,59
102436,coupes,59
102435,dressing,59
102434,unfold,59
102433,rari,59
102432,favourite,59
102431,mula,58
102430,[mc,58
102429,airplane,58
102428,chingy,58
102427,request,58
102426,sleeps,58
102425,irrelevant,58
102424,reverend,58
102423,production,58
102422,stares,58
102421,linen,58
102420,clyde,58
102419,seeking,58
102418,tummy,58
102417,overdue,58
102416,useta,58
102415,doggone,58
102414,boomin,58
102413,parrish,58
102412,timmy,58
102411,wut,58
102410,so-called,58
102409,sensation,58
102408,pointing,58
102407,regulate,58
102406,poems,58
102405,clapped,58
102404,systems,58
102403,promote,58
102402,talker,58
102401,coffins,58
102400,fourteen,58
102399,millimeter,58
102398,85,58
102397,nwa,58
102396,draggin,58
102395,impala,58
102394,wiped,58
102393,genuine,58
102392,harley,58
102391,rave,58
102390,literally,58
102389,blinding,58
102388,diary,58
102387,blinds,58
102386,pitbull,58
102385,units,58
102384,homegrown,58
102383,handful,58
102382,khakis,58
102381,crossroads,58
102380,wives,58
102379,girlies,58
102378,craig,58
102377,francisco,58
102376,invest,58
102375,trend,58
102374,leak,58
102373,lye,58
102372,trembling,58
102371,roger,58
102370,moet,58
102369,[tajai],58
102368,precise,58
102367,cakes,58
102366,dips,58
102365,warmth,58
102364,linda,58
102363,assault,58
102362,tambourine,58
102361,spillin,58
102360,bonfire,58
102359,info,58
102358,telly,58
102357,lunatic,58
102356,forbidden,58
102355,mineyou,57
102354,bind,57
102353,salty,57
102352,actual,57
102351,social,57
102350,motorcycle,57
102349,pepper,57
102348,thread,57
102347,counted,57
102346,lava,57
102345,depending,57
102344,rumour,57
102343,apologies,57
102342,teachin,57
102341,liks,57
102340,wildfire,57
102339,overdose,57
102338,frail,57
102337,awkward,57
102336,harvest,57
102335,amaze,57
102334,untouchable,57
102333,hypnotic,57
102332,reminded,57
102331,lifting,57
102330,gab,57
102329,matta,57
102328,crickets,57
102327,inglewood,57
102326,laser,57
102325,donque,57
102324,cracking,57
102323,mannie,57
102322,jets,57
102321,ugk,57
102320,fiendin,57
102319,instinct,57
102318,hyped,57
102317,blouse,57
102316,meals,57
102315,offended,57
102314,snort,57
102313,determined,57
102312,actress,57
102311,pimping,57
102310,description,57
102309,13,57
102308,aiming,57
102307,parachute,57
102306,navy,57
102305,meantime,57
102304,bucked,57
102303,shouting,57
102302,jada,57
102301,shrimp,57
102300,gathered,57
102299,invented,57
102298,luxury,57
102297,boards,57
102296,heck,57
102295,-&gt,57
102294,gaze,57
102293,gleam,57
102292,speeding,57
102291,endure,57
102290,cleaned,57
102289,bizzy,57
102288,graves,57
102287,shakedown,57
102286,mingle,57
102285,oooohhh,57
102284,buster,56
102283,metro,56
102282,kong,56
102281,crosses,56
102280,cristal,56
102279,luke,56
102278,techs,56
102277,bulls,56
102276,exhale,56
102275,guiding,56
102274,luda,56
102273,mixtape,56
102272,skips,56
102271,sophisticated,56
102270,fountain,56
102269,expecting,56
102268,sights,56
102267,brat,56
102266,spotted,56
102265,yearning,56
102264,andre,56
102263,tougher,56
102262,coppers,56
102261,wade,56
102260,combat,56
102259,twitter,56
102258,greasy,56
102257,draft,56
102256,symphony,56
102255,emergency,56
102254,contest,56
102253,diet,56
102252,entertainer,56
102251,native,56
102250,grandmas,56
102249,linga,56
102248,mf,56
102247,location,56
102246,slavery,56
102245,thugged,56
102244,racist,56
102243,bailin,56
102242,amber,56
102241,amsterdam,56
102240,p-funk,56
102239,michelle,56
102238,iller,56
102237,snitchin,56
102236,greyhound,56
102235,bosses,56
102234,versus,56
102233,proved,56
102232,survivors,56
102231,unit,56
102230,accident,56
102229,parole,56
102228,pmd,56
102227,goddess,56
102226,absurd,56
102225,d],56
102224,600,56
102223,penthouse,56
102222,od,56
102221,hire,56
102220,denying,56
102219,whoa-oh,56
102218,sinister,56
102217,flavors,56
102216,valet,56
102215,faggots,56
102214,infinity,56
102213,arrested,56
102212,grudge,56
102211,murk,56
102210,flawless,56
102209,gap,56
102208,intact,55
102207,swipe,55
102206,cereal,55
102205,sleigh,55
102204,burger,55
102203,prices,55
102202,yaself,55
102201,rarely,55
102200,biscuit,55
102199,compared,55
102198,rockstar,55
102197,hu,55
102196,kerosene,55
102195,pyramid,55
102194,cigars,55
102193,jakes,55
102192,delight,55
102191,flint,55
102190,dragging,55
102189,counts,55
102188,ambulance,55
102187,marys,55
102186,wired,55
102185,wires,55
102184,shh,55
102183,sag,55
102182,karate,55
102181,perry,55
102180,otha,55
102179,mills,55
102178,flooded,55
102177,repent,55
102176,ninja,55
102175,depression,55
102174,stir,55
102173,nations,55
102172,hippie,55
102171,october,55
102170,gutta,55
102169,humming,55
102168,buzzing,55
102167,honky-tonk,55
102166,bin,55
102165,drowned,55
102164,oonu,55
102163,consequences,55
102162,ooohh,55
102161,disc,55
102160,sandy,55
102159,islands,55
102158,grinnin,55
102157,nann,55
102156,soothe,55
102155,properly,55
102154,seldom,55
102153,brandy,55
102152,furnace,55
102151,honeymoon,55
102150,hyper,55
102149,boost,55
102148,dres,55
102147,kon,55
102146,student,55
102145,population,55
102144,profile,55
102143,wakes,55
102142,200,55
102141,ni,55
102140,bamboo,55
102139,knight,55
102138,strait,55
102137,aks,55
102136,hazy,55
102135,sincerely,54
102134,pharrell,54
102133,secure,54
102132,resurrection,54
102131,realise,54
102130,writer,54
102129,nevermind,54
102128,bikini,54
102127,denver,54
102126,species,54
102125,felony,54
102124,vivid,54
102123,kiddin,54
102122,cord,54
102121,fag,54
102120,sprite,54
102119,beds,54
102118,stance,54
102117,afro,54
102116,moons,54
102115,produce,54
102114,cinderella,54
102113,butts,54
102112,retreat,54
102111,desires,54
102110,rico,54
102109,jackets,54
102108,reaches,54
102107,rubbed,54
102106,balcony,54
102105,eager,54
102104,district,54
102103,two],54
102102,blaow,54
102101,sweaty,54
102100,beez,54
102099,stanky,54
102098,shank,54
102097,motions,54
102096,guidance,54
102095,prays,54
102094,groovy,54
102093,itch,54
102092,craving,54
102091,walker,54
102090,blooded,54
102089,trends,54
102088,brownsville,54
102087,plague,54
102086,bled,54
102085,nyc,54
102084,footsteps,54
102083,da-da,54
102082,salary,54
102081,homework,54
102080,revelation,54
102079,craft,54
102078,sails,54
102077,cussin,54
102076,marilyn,54
102075,minus,54
102074,pissy,54
102073,content,54
102072,sandwich,54
102071,bleeds,54
102070,yi,54
102069,provoke,54
102068,beefin,54
102067,baltimore,54
102066,kingston,54
102065,fooling,54
102064,physically,54
102063,obsessed,54
102062,yow,54
102061,abandoned,54
102060,citys,54
102059,teen,54
102058,expectations,54
102057,dawgz,53
102056,visa,53
102055,favors,53
102054,alligator,53
102053,chewin,53
102052,sole,53
102051,sweets,53
102050,youngest,53
102049,analyze,53
102048,dancefloor,53
102047,trunks,53
102046,feedback,53
102045,rastafari,53
102044,flickin,53
102043,religious,53
102042,ape,53
102041,commas,53
102040,closes,53
102039,bugged,53
102038,failure,53
102037,inspectah,53
102036,puppet,53
102035,chemical,53
102034,taller,53
102033,freddy,53
102032,chi-town,53
102031,tuned,53
102030,leash,53
102029,framed,53
102028,prophecy,53
102027,lightly,53
102026,shaped,53
102025,parlay,53
102024,par,53
102023,boil,53
102022,kenny,53
102021,grills,53
102020,gorillas,53
102019,[bridge,53
102018,rooftop,53
102017,admire,53
102016,thorns,53
102015,aimin,53
102014,ella,53
102013,clash,53
102012,oohh,53
102011,patty,53
102010,mummy,53
102009,respected,53
102008,timin,53
102007,frustrated,53
102006,idiot,53
102005,honies,53
102004,jug,53
102003,ceo,53
102002,bits,53
102001,heals,53
102000,slowin,53
101999,89,53
101998,touchdown,53
101997,dreadlocks,53
101996,operation,53
101995,slight,53
101994,contemplate,53
101993,writers,53
101992,dried,53
101991,gunshots,53
101990,artifacts,53
101989,tims,53
101988,haggard,53
101987,grenade,53
101986,drawl,53
101985,luh,53
101984,pint,53
101983,sparkle,53
101982,bayou,53
101981,deceased,53
101980,pearly,53
101979,vexed,52
101978,delivery,52
101977,baking,52
101976,boosie,52
101975,clinton,52
101974,anotha,52
101973,lottery,52
101972,tina,52
101971,techniques,52
101970,hookers,52
101969,joe],52
101968,hides,52
101967,magical,52
101966,bushes,52
101965,payed,52
101964,knuckle,52
101963,misfit,52
101962,tical,52
101961,ag,52
101960,keri,52
101959,tombstone,52
101958,slappin,52
101957,adventure,52
101956,softer,52
101955,[dj,52
101954,departed,52
101953,stool,52
101952,flava,52
101951,twirl,52
101950,advanced,52
101949,mathematics,52
101948,pissin,52
101947,chords,52
101946,ghettos,52
101945,hummin,52
101944,recline,52
101943,fakes,52
101942,discovered,52
101941,badder,52
101940,basket,52
101939,passionate,52
101938,minaj,52
101937,cal,52
101936,discussion,52
101935,whateva,52
101934,isle,52
101933,twinkle,52
101932,dale,52
101931,whites,52
101930,laundry,52
101929,swings,52
101928,whey,52
101927,shaq,52
101926,9th,52
101925,fab,52
101924,davis,52
101923,400,52
101922,earths,52
101921,drownin,52
101920,na-na-na,52
101919,snatchin,52
101918,axe,52
101917,glowin,52
101916,vitamin,52
101915,lamborghini,52
101914,towers,52
101913,lambo,52
101912,yang,52
101911,lung,52
101910,phil,52
101909,resistance,52
101908,valentine,52
101907,cappadonna,52
101906,lyricist,52
101905,katy,52
101904,kama,52
101903,resurrect,52
101902,weeping,52
101901,repping,52
101900,[the,52
101899,adjust,52
101898,spreadin,52
101897,punches,52
101896,skrt,52
101895,pharoahe,52
101894,69,52
101893,ability,52
101892,hun,52
101891,bikes,52
101890,preaching,51
101889,moral,51
101888,bothered,51
101887,thriller,51
101886,lining,51
101885,differently,51
101884,hilson,51
101883,cornbread,51
101882,insecure,51
101881,lid,51
101880,plea,51
101879,eats,51
101878,babu,51
101877,ragged,51
101876,sess,51
101875,vanity,51
101874,lucifer,51
101873,aid,51
101872,prevail,51
101871,lucy,51
101870,baptized,51
101869,sworn,51
101868,allegiance,51
101867,obsession,51
101866,bullshittin,51
101865,saggin,51
101864,grillin,51
101863,comb,51
101862,honda,51
101861,grammar,51
101860,estate,51
101859,celebrating,51
101858,tails,51
101857,desk,51
101856,royalty,51
101855,genie,51
101854,usher,51
101853,12s,51
101852,marc,51
101851,rocka,51
101850,diner,51
101849,expand,51
101848,rhymes],51
101847,evenin,51
101846,stable,51
101845,sawed,51
101844,6x,51
101843,twenty-one,51
101842,respond,51
101841,pumped,51
101840,badge,51
101839,fearless,51
101838,coconut,51
101837,skyline,51
101836,casino,51
101835,widow,51
101834,diallo,51
101833,96,51
101832,sequel,51
101831,advise,51
101830,exercise,51
101829,drawing,51
101828,mistress,51
101827,starve,51
101826,silhouette,51
101825,cobra,51
101824,woogie,51
101823,gangs,51
101822,crucial,51
101821,prom,51
101820,fails,51
101819,mjg,51
101818,mule,51
101817,bye-bye,51
101816,unleash,51
101815,canyon,51
101814,tint,51
101813,lynch,51
101812,colour,51
101811,do-do-do,51
101810,crossin,51
101809,switching,51
101808,iggy,51
101807,corvette,50
101806,basics,50
101805,imperial,50
101804,payment,50
101803,traps,50
101802,scenery,50
101801,swiss,50
101800,tobacco,50
101799,bandana,50
101798,sever,50
101797,calico,50
101796,drivers,50
101795,bdp,50
101794,artificial,50
101793,treble,50
101792,quickness,50
101791,payroll,50
101790,reckon,50
101789,morgue,50
101788,twisting,50
101787,doomed,50
101786,roach,50
101785,staten,50
101784,doja,50
101783,mysterious,50
101782,debate,50
101781,baton,50
101780,porno,50
101779,tunechi,50
101778,audience,50
101777,chariot,50
101776,poo,50
101775,ex-bitch,50
101774,x],50
101773,escalade,50
101772,charli,50
101771,sally,50
101770,suave,50
101769,responsibility,50
101768,dean,50
101767,doorway,50
101766,object,50
101765,ankle,50
101764,testin,50
101763,terrified,50
101762,les,50
101761,sells,50
101760,replaced,50
101759,cassette,50
101758,starlight,50
101757,tours,50
101756,penetrate,50
101755,aboard,50
101754,tainted,50
101753,nite,50
101752,akup,50
101751,crept,50
101750,workers,50
101749,clockwork,50
101748,surrounds,50
101747,ribbon,50
101746,offering,50
101745,dam,50
101744,blowed,50
101743,wiley,50
101742,harry,50
101741,survivor,50
101740,corporate,50
101739,paths,50
101738,300,50
101737,May-00,50
101736,dopest,50
101735,sailor,50
101734,intense,50
101733,feast,50
101732,carries,50
101731,salad,50
101730,members,50
101729,26,50
101728,richter,50
101727,blur,50
101726,mashin,50
101725,donk,50
101724,spectacular,49
101723,ryders,49
101722,blazed,49
101721,canibus,49
101720,jamie,49
101719,clover,49
101718,perspective,49
101717,shield,49
101716,unh,49
101715,mid,49
101714,tumbling,49
101713,continues,49
101712,bats,49
101711,loadin,49
101710,sew,49
101709,dodgin,49
101708,md,49
101707,tons,49
101706,slobs,49
101705,shined,49
101704,relieve,49
101703,hopping,49
101702,c],49
101701,oi,49
101700,pm,49
101699,squares,49
101698,stripped,49
101697,scales,49
101696,helpin,49
101695,interest,49
101694,unload,49
101693,fuckas,49
101692,cue,49
101691,aimed,49
101690,magnificent,49
101689,reunion,49
101688,online,49
101687,[fat,49
101686,returned,49
101685,arch,49
101684,soooo,49
101683,alien,49
101682,prints,49
101681,cattle,49
101680,stylin,49
101679,existence,49
101678,residence,49
101677,confession,49
101676,honesty,49
101675,donna,49
101674,closure,49
101673,gras,49
101672,glare,49
101671,freezer,49
101670,satans,49
101669,gladly,49
101668,uniform,49
101667,ducking,49
101666,occupation,49
101665,joes,49
101664,horror,49
101663,keisha,49
101662,oscar,49
101661,lunatics,49
101660,rock],49
101659,received,49
101658,jo,49
101657,waylon,49
101656,ripper,49
101655,lox,49
101654,plains,49
101653,hustlas,49
101652,collapse,49
101651,oww,49
101650,hotels,49
101649,owns,49
101648,fro,49
101647,vogues,49
101646,banker,49
101645,snare,48
101644,vacant,48
101643,batman,48
101642,ram,48
101641,controls,48
101640,ty,48
101639,feeble,48
101638,stalk,48
101637,grim,48
101636,ducks,48
101635,sinks,48
101634,microphones,48
101633,quits,48
101632,battery,48
101631,patterns,48
101630,carnival,48
101629,edges,48
101628,peeled,48
101627,siren,48
101626,august,48
101625,whitney,48
101624,scheming,48
101623,grocery,48
101622,groups,48
101621,pa-stor,48
101620,beatnuts,48
101619,spy,48
101618,toot,48
101617,feminine,48
101616,pic,48
101615,backin,48
101614,rita,48
101613,delete,48
101612,alotta,48
101611,lease,48
101610,tar,48
101609,treating,48
101608,madlib,48
101607,disrespectful,48
101606,soobax,48
101605,kool-aid,48
101604,stitches,48
101603,pigeon,48
101602,delta,48
101601,dipping,48
101600,kay,48
101599,april,48
101598,equals,48
101597,shottas,48
101596,picks,48
101595,skipping,48
101594,remembering,48
101593,mardi,48
101592,futures,48
101591,demise,48
101590,basis,48
101589,downstairs,48
101588,lavish,48
101587,worrying,48
101586,23,48
101585,minister,48
101584,worm,48
101583,bubbles,48
101582,nighttime,48
101581,suspect,48
101580,fade],48
101579,folded,48
101578,trim,48
101577,german,48
101576,regal,48
101575,bentleys,48
101574,caesar,48
101573,xs,48
101572,nice],48
101571,spaceship,48
101570,healin,48
101569,pulse,48
101568,247,48
101567,tang,48
101566,ruger,48
101565,smokers,48
101564,murderers,48
101563,coup,48
101562,rumor,48
101561,boxes,48
101560,handcuffs,48
101559,rotation,48
101558,presents,48
101557,massacre,48
101556,rental,48
101555,phenomenon,48
101554,sundays,48
101553,locs,48
101552,rookie,48
101551,yelled,48
101550,digger,48
101549,22s,47
101548,grove,47
101547,luggage,47
101546,sarah,47
101545,carved,47
101544,poem,47
101543,infrared,47
101542,remove,47
101541,x8,47
101540,nickels,47
101539,effects,47
101538,sauna,47
101537,combine,47
101536,polish,47
101535,lump,47
101534,cliff,47
101533,catfish,47
101532,painful,47
101531,crenshaw,47
101530,wes,47
101529,actor,47
101528,unstoppable,47
101527,vomit,47
101526,suburban,47
101525,sentimental,47
101524,bums,47
101523,youngin,47
101522,nerd,47
101521,fabulous,47
101520,@,47
101519,fronted,47
101518,hostage,47
101517,sunroof,47
101516,noose,47
101515,paparazzi,47
101514,truckin,47
101513,parks,47
101512,snappin,47
101511,t-shirts,47
101510,spouse,47
101509,i-,47
101508,budge,47
101507,driftin,47
101506,appears,47
101505,deceive,47
101504,gulf,47
101503,twenty-four,47
101502,standard,47
101501,rihanna,47
101500,willow,47
101499,cee-lo,47
101498,blud,47
101497,cows,47
101496,caller,47
101495,nocturnal,47
101494,joined,47
101493,diggi,47
101492,environment,47
101491,gloss,47
101490,outer,47
101489,sewer,47
101488,rouge,47
101487,matchin,47
101486,matching,47
101485,shores,47
101484,piggy,47
101483,england,47
101482,junkies,47
101481,meanin,47
101480,cutlass,47
101479,jacking,47
101478,pursuit,47
101477,sey,47
101476,ruled,47
101475,starter,47
101474,stallion,47
101473,meadow,47
101472,scientist,47
101471,pens,47
101470,whoot,47
101469,badly,47
101468,heaters,47
101467,swoll,47
101466,biscuits,47
101465,composure,47
101464,capri,47
101463,attacks,47
101462,ripe,47
101461,inn,47
101460,scriptures,47
101459,swung,47
